,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_1110,137268.61774921417,118603.9075255394,112818.02505254745,112736.91058158875,116657.27943181992,120470.78460454941,117982.34283924103,163462.14711666107
frame_1111,138160.92908382416,116314.99230861664,113207.79472589493,113339.19316530228,116044.36486959457,121252.82734632492,118648.31298589706,163031.53336048126
frame_1112,140325.1737356186,115203.8425207138,112803.31760644913,112598.32978248596,116620.88334560394,122559.95720624924,117061.62989139557,162826.94041728973
frame_1113,134398.6690044403,118639.80442285538,115128.42029333115,114237.25634813309,121605.00138998032,126383.2300901413,116492.6216006279,153115.03410339355
frame_1114,144161.4329814911,118271.43281698227,115533.29229354858,114382.20739364624,117318.39179992676,123244.85927820206,118905.87955713272,148182.51132965088
frame_1115,136109.72464084625,118570.81949710846,112158.92434120178,112474.35212135315,117103.32334041595,125520.64657211304,116878.47971916199,161183.6701631546
frame_1116,138048.32100868225,118867.86669492722,115049.27277565002,114609.5022559166,116893.91732215881,124615.24456739426,117223.30003976822,154692.57533550262
frame_1117,139452.57663726807,120830.2453160286,114124.53651428223,115080.24483919144,120217.87464618683,123838.76740932465,119069.81468200684,147386.01446151733
frame_1118,140578.82130146027,116943.70210170746,113803.37178707123,113789.8787856102,119704.18691635132,121075.5854845047,117331.05778694153,156773.4032869339
frame_1119,134596.5415239334,115661.23366355896,112513.49747180939,113463.11122179031,119481.01967573166,123475.97628831863,118992.25413799286,161816.3287639618
frame_1120,132876.917719841,123461.91704273224,113142.60214567184,114216.96096658707,117968.98394823074,125181.92827701569,117694.50455904007,155456.17043972015
frame_1121,153285.4288816452,116133.6600780487,115281.39561414719,114281.7884683609,115112.20782995224,121195.29396295547,116716.4221405983,147993.72851848602
frame_1122,137799.08418655396,120312.23624944687,115186.74343824387,113985.63534021378,116127.18552350998,119905.14397621155,118623.7558722496,158060.2377653122
frame_1123,130434.72170829773,117587.79734373093,114258.21483135223,112985.95368862152,118444.57685947418,125174.16477203369,120807.88612365723,160306.72192573547
frame_1124,137471.0500240326,121258.1992149353,112981.43863677979,112866.00679159164,118109.84462499619,121746.30165100098,118191.83826446533,157375.38039684296
frame_1125,133245.61715126038,120691.65706634521,113725.2077460289,113934.74787473679,120021.45498991013,126835.36112308502,120773.85187149048,150772.1245288849
frame_1126,141424.0002632141,118306.44309520721,113459.78826284409,114459.68598127365,120608.48623514175,124512.88849115372,117934.450507164,149294.1975593567
frame_1127,137838.4679555893,123297.46037721634,115043.12604665756,112691.58124923706,118338.75626325607,124962.50867843628,120216.0120010376,147612.12468147278
frame_1128,149262.53259181976,121008.21733474731,116485.85647344589,113364.75610733032,117840.40182828903,122471.97329998016,120935.03773212433,138631.26933574677
frame_1129,134959.54871177673,121592.01502799988,115643.26286315918,113359.44384336472,117123.23129177094,123139.50806856155,120112.0913028717,154070.8839893341
frame_1130,142628.5356283188,120264.90271091461,113657.84704685211,113871.0230588913,119101.22632980347,120753.67569923401,119919.74711418152,149803.027510643
frame_1131,130593.2104587555,119672.38783836365,115481.87583684921,113940.22405147552,119954.60838079453,130139.26148414612,118203.98271083832,152014.47904109955
frame_1132,136839.16628360748,118310.53346395493,114006.28834962845,114855.23730516434,118732.48219490051,123850.06994009018,120996.25915288925,152410.01546382904
frame_1133,131282.92560577393,118276.11178159714,113704.41317558289,113644.26463842392,117097.83971309662,122778.57214212418,119337.37248182297,163878.53026390076
frame_1134,139438.31622600555,119698.77779483795,114599.13849830627,112402.40186452866,115851.37993097305,122100.65871477127,119188.90476226807,156720.41475772858
frame_1135,137580.58845996857,119583.39810371399,113272.87554740906,114278.8827419281,117038.92797231674,121500.55915117264,116726.53257846832,160018.190741539
frame_1136,137070.6856250763,116790.20524024963,113053.12812328339,111918.01726818085,117072.31402397156,122232.5712442398,116228.3718585968,165634.72151756287
frame_1137,135399.75881576538,118986.54699325562,114460.2969288826,114837.36336231232,121117.58440732956,127695.7243680954,118382.91585445404,149119.8092699051
frame_1138,131428.95698547363,119895.1005935669,113498.37481975555,112084.0311050415,115694.51540708542,126155.95757961273,115653.53721380234,165589.52629566193
frame_1139,134860.70930957794,117574.35649633408,112862.89244890213,113309.8304271698,118535.82412004471,125925.77934265137,119509.90557670593,157420.65012454987
frame_1140,143650.1443386078,115665.33148288727,112869.55326795578,113773.94944429398,118439.16773796082,122919.80534791946,116632.53605365753,156049.50487613678
frame_1141,139573.30584526062,118897.75097370148,112091.38482809067,112048.96867275238,116827.49539613724,122702.24839448929,117963.25445175171,159895.56908607483
frame_1142,141009.6436738968,117182.96259641647,114570.21534442902,113926.85025930405,117530.77059984207,121347.75519371033,119606.24158382416,154825.5980014801
frame_1143,142116.62113666534,117834.61272716522,114657.97573328018,114221.0140824318,115718.17845106125,125891.43216609955,117474.45911169052,152085.72149276733
frame_1144,139316.8717622757,121378.38453054428,114922.6576089859,113065.59294462204,119912.30398416519,126444.17583942413,119000.56153535843,145959.43689346313
frame_1145,133583.72449874878,117702.59588956833,113399.56521987915,113096.11797332764,118704.34135198593,125967.91982650757,117553.64388227463,159992.08390712738
frame_1146,138666.18275642395,116370.99832296371,114344.82783079147,112477.75703668594,116332.00943470001,121911.75669431686,119988.50107192993,159907.9817533493
frame_1147,140910.3125333786,119837.17232942581,114683.1065416336,112969.37614679337,115072.19821214676,120248.61574172974,118943.13246011734,157336.0413312912
frame_1148,138871.11842632294,117746.90449237823,113529.19787168503,113200.3590464592,117960.34127473831,126327.45504379272,118063.3082985878,154301.28574371338
frame_1149,140190.92917442322,116979.39783334732,112568.07297468185,113177.8433918953,116350.27080774307,120202.46684551239,117911.696434021,162619.33743953705
frame_1150,137914.79170322418,117426.7902970314,112763.08447122574,111700.6167769432,116832.24886655807,121232.41275548935,116236.03850603104,165893.97192001343
frame_1151,129563.52531909943,117520.0417637825,114776.87954902649,112530.75301647186,120205.57373762131,128078.892827034,117911.61447763443,159412.7118587494
frame_1152,134174.24261569977,119417.27250814438,113875.53811073303,112715.37840366364,118029.95949983597,125364.09497261047,116715.08848667145,159708.4105014801
frame_1153,131603.55389118195,121199.831366539,112734.18366909027,112117.91634559631,117789.03752565384,125257.56657123566,117384.4039440155,161913.51413726807
frame_1154,132086.1279964447,119147.24856615067,112404.27196025848,113623.64143133163,119434.49079990387,124725.72922706604,118298.56783151627,160279.92963790894
frame_1155,139889.58299160004,119219.571352005,116617.05374717712,112829.14131879807,116073.79466295242,121174.42488670349,118020.21414041519,156176.19454860687
frame_1156,137736.87183856964,122959.6808552742,114611.45430803299,115819.32753324509,121225.36450624466,126602.24735736847,119894.28102970123,141150.7874727249
frame_1157,132237.89632320404,120792.29205846786,113669.55935955048,115745.73814868927,117591.67164564133,124587.0292186737,115938.58152627945,159437.19446659088
frame_1158,147626.80232524872,117393.64266395569,113791.87554121017,114678.81500720978,117454.02216911316,124057.05451965332,119675.1594543457,145322.66557216644
frame_1159,137844.2794084549,123755.63383102417,112889.28985595703,112613.14898729324,115775.37655830383,122858.95645618439,118993.18546056747,155270.08473873138
frame_1160,133544.77286338806,123951.42763853073,113860.1154088974,112710.8484506607,119387.87251710892,123125.8362531662,119040.22097587585,154378.93569469452
frame_1161,136283.30826759338,116322.01075553894,113313.19063901901,113169.72970962524,115764.46145772934,118666.71591997147,116700.93238353729,169779.64341640472
frame_1162,134709.52212810516,122187.96461820602,112985.01491546631,112734.70520973206,118217.24474430084,125614.9560213089,116747.00677394867,156803.51853370667
frame_1163,144698.78375530243,115546.23395204544,114860.38565635681,112958.23007822037,117843.02443265915,120883.57657194138,116849.57891702652,156360.14938354492
frame_1164,139542.95217990875,119757.98010826111,114079.43069934845,112403.04261445999,119406.01468086243,123062.67768144608,119382.12066888809,152365.8186197281
frame_1165,133938.2827281952,119353.49553823471,113739.17013406754,115280.41958808899,118744.17960643768,123849.44409132004,119015.18702507019,156079.81383800507
frame_1166,139107.67436027527,118311.82986497879,113626.31618976593,113464.53428268433,118143.57340335846,124380.28305768967,118010.90836524963,154954.9102783203
frame_1167,137229.99393939972,118428.40164899826,112730.40622472763,114779.531955719,120236.72461509705,125252.35116481781,117003.35890054703,154339.2390012741
frame_1168,149722.3526239395,120189.69655036926,114006.22129440308,112133.68922472,117576.78538560867,122074.4475722313,118423.04468154907,145873.7701177597
frame_1169,134290.51637649536,122229.72512245178,112616.8742775917,112051.68068408966,117663.33132982254,126723.14047813416,117287.68050670624,157137.05122470856
frame_1170,134023.9644050598,123200.75184106827,113080.38234710693,112722.79918193817,116750.67245960236,123934.68618392944,118840.5528664589,157446.2056159973
frame_1171,144548.1926202774,120090.82734584808,113716.17764234543,113388.5309100151,118635.6395483017,120491.83994531631,115898.43779802322,153230.30948638916
frame_1172,141240.35835266113,118912.07844018936,112650.96068382263,113713.1080031395,115770.3846693039,123978.68931293488,115677.68454551697,158056.75089359283
frame_1173,136187.0914697647,116552.35290527344,113615.27442932129,114407.65857696533,116492.10005998611,119136.34091615677,120654.58297729492,162954.6731710434
frame_1174,138724.9380350113,115773.2680439949,113488.85297775269,112790.7782793045,118254.37098741531,121559.46344137192,119067.7210688591,160340.60716629028
frame_1175,131737.3365163803,117415.94225168228,116090.65532684326,115163.24430704117,120420.1802611351,127892.80712604523,118999.35454130173,152280.49457073212
frame_1176,136245.87655067444,127303.28738689423,115985.32646894455,114863.43294382095,122656.51673078537,126137.77816295624,117496.71399593353,139311.0752105713
frame_1177,134983.92701148987,121731.07266426086,112931.56445026398,113158.71775150299,115992.57588386536,122999.8916387558,118007.82382488251,160194.47147846222
frame_1178,136536.106467247,116157.82231092453,113634.95141267776,115090.54154157639,118903.13774347305,122931.49530887604,119115.4196858406,157630.5627822876
frame_1179,133379.60839271545,119069.76997852325,115719.92188692093,113935.49293279648,119143.71699094772,128775.73072910309,118373.68458509445,151602.0894050598
frame_1180,142397.85075187683,120910.38376092911,114334.54602956772,113140.92576503754,116346.59767150879,126649.76716041565,116320.53554058075,149899.4082212448
frame_1181,137630.6116580963,123554.50540781021,113814.39864635468,113432.57129192352,117341.83877706528,120862.95336484909,119872.48063087463,153490.66257476807
frame_1182,138130.3071975708,116535.16441583633,113301.46342515945,114485.28617620468,117236.09268665314,125323.66812229156,117719.6204662323,157268.37515830994
frame_1183,134573.2808113098,117425.76956748962,113285.80230474472,112523.8835811615,115775.63732862473,121757.35086202621,117773.8904953003,166884.4223022461
frame_1184,140462.726354599,122624.82941150665,114479.63863611221,114774.71143007278,115690.57404994965,125692.66557693481,117648.78779649734,148626.05929374695
frame_1185,135953.48596572876,121376.38032436371,113357.13416337967,113694.04941797256,118618.28714609146,126163.31875324249,119165.24171829224,151672.02055454254
frame_1186,136724.17402267456,122134.05221700668,114242.00981855392,111880.98043203354,118838.71257305145,123610.94355583191,117458.2839012146,155110.86583137512
frame_1187,132929.9360513687,118230.52167892456,114519.80471611023,113739.11052942276,120965.57766199112,125299.39413070679,118979.84147071838,155335.79885959625
frame_1188,141251.3256072998,120725.98934173584,114456.10225200653,112255.21564483643,118289.9996638298,120645.39641141891,117190.3908252716,155185.5206489563
frame_1189,142191.70808792114,119861.50592565536,113303.96682024002,113236.21869087219,116311.60974502563,121799.5136976242,118963.29373121262,154332.14604854584
frame_1190,142114.01343345642,116846.19635343552,114227.49608755112,113122.82830476761,114080.0192952156,124704.58447933197,116804.65936660767,158100.24738311768
frame_1191,134525.01595020294,116979.72565889359,113096.52030467987,111908.46562385559,117621.50377035141,123566.92552566528,117934.4579577446,164367.33305454254
frame_1192,138233.92987251282,122991.9046163559,113684.14014577866,113732.27834701538,117442.7941441536,122891.94017648697,117605.85755109787,153417.1998500824
frame_1193,126486.52493953705,115701.04211568832,112558.53623151779,112138.38309049606,117493.24947595596,121240.84681272507,116539.89553451538,177841.54415130615
frame_1194,143222.70452976227,116064.97317552567,113590.27773141861,115566.00034236908,118696.31707668304,130013.74900341034,117276.10230445862,145569.89073753357
frame_1195,139137.01474666595,117504.82767820358,113126.739859581,112657.3458313942,117518.67085695267,120317.80183315277,116909.96587276459,162827.61096954346
frame_1196,136245.53382396698,119631.70021772385,113382.89827108383,113996.92296981812,119481.6455245018,121503.3233165741,115376.46502256393,160381.45124912262
frame_1197,139396.3247537613,120620.58597803116,113785.19237041473,112999.8043179512,116398.1705904007,118290.87138175964,116892.59856939316,161616.5041923523
frame_1198,131592.70584583282,121361.16623878479,113359.66736078262,111793.8682436943,118842.4825668335,125674.20303821564,117044.6127653122,160331.32374286652
frame_1199,130139.97673988342,118199.84763860703,113383.24099779129,112631.22409582138,119584.80626344681,124760.38187742233,118747.79313802719,162552.78885364532
frame_1200,141883.31365585327,120795.46600580215,113473.16205501556,113782.09292888641,119599.67762231827,123506.47151470184,116208.0392241478,150751.7695426941
frame_1201,136040.71736335754,116905.8233499527,113869.50314044952,114483.12550783157,118180.18555641174,125195.2201128006,118357.39016532898,156968.01245212555
frame_1202,144074.2015838623,115732.72943496704,115689.50861692429,114093.8326716423,118727.71382331848,123942.88182258606,117535.46446561813,150203.68993282318
frame_1203,137586.51912212372,113157.78642892838,113091.43155813217,112174.56310987473,116800.24117231369,125101.9686460495,115774.46013689041,166312.99257278442
frame_1204,136695.90651988983,119572.74377346039,112420.06719112396,112371.16158008575,117506.02722167969,118684.70162153244,117109.85749959946,165639.56439495087
frame_1205,129717.64802932739,117085.09176969528,113211.9745016098,113691.72483682632,117384.14317369461,120601.5944480896,120994.87334489822,167312.93499469757
frame_1206,135419.3091392517,118940.88238477707,113601.16302967072,114396.70622348785,119570.67251205444,124985.66508293152,120025.60496330261,153060.04881858826
frame_1207,126701.57849788666,121406.59242868423,112444.71371173859,113177.47831344604,119572.59476184845,124824.06198978424,116044.7895526886,165828.22799682617
frame_1208,141044.89982128143,119801.87147855759,112632.58755207062,111784.39855575562,119842.93907880783,122217.5806760788,116901.50946378708,155774.16121959686
frame_1209,132267.63904094696,119253.15856933594,113208.21940898895,113789.50625658035,119850.7472872734,130235.62729358673,118185.79584360123,153209.31375026703
frame_1210,128930.03225326538,121000.05894899368,114918.90251636505,114530.96568584442,117565.60951471329,124315.35869836807,115852.61672735214,162886.41095161438
frame_1211,132235.05020141602,116204.10531759262,113750.72598457336,113931.804895401,117991.63371324539,124255.41877746582,119637.75008916855,161993.53337287903
frame_1212,128869.9060678482,119075.51437616348,113468.55014562607,112792.08213090897,120859.62295532227,126241.37103557587,118299.52150583267,160393.4019804001
frame_1213,134966.80557727814,120499.22347068787,113977.48440504074,114517.97932386398,117601.20093822479,126956.82048797607,119643.90426874161,151836.5889787674
frame_1214,130435.16874313354,121735.05127429962,114153.09458971024,114080.24281263351,116760.35821437836,122432.3958158493,116694.78565454483,163708.95504951477
frame_1215,135616.2577867508,119355.55189847946,113061.74099445343,111531.98778629303,117989.53264951706,120967.5595164299,114592.0604467392,166885.3461742401
frame_1216,139322.4447965622,122404.17301654816,113931.61118030548,113288.10453414917,117431.37985467911,123605.25876283646,118109.06231403351,151907.98044204712
frame_1217,136041.23890399933,119640.46955108643,114082.80581235886,114993.74359846115,118754.8041343689,123709.5519900322,120154.82783317566,152622.5358247757
frame_1218,132099.13671016693,121820.27101516724,113338.30654621124,112022.41480350494,118801.90670490265,129954.21886444092,118820.34689188004,153143.34630966187
frame_1219,137153.5211801529,118027.43375301361,112302.61623859406,112886.48098707199,118018.61971616745,126579.26976680756,117577.64220237732,157454.43105697632
frame_1220,133713.34969997406,118091.8738245964,114139.42277431488,113371.46162986755,117273.21147918701,124728.82121801376,116963.84847164154,161718.01090240479
frame_1221,135848.68609905243,119311.24329566956,113326.22170448303,113684.7585439682,117289.2227768898,123173.17724227905,117313.66813182831,160053.01475524902
frame_1222,138854.41422462463,120803.8404583931,114434.95005369186,112690.24759531021,120930.62698841095,122913.75547647476,117074.19902086258,152297.9736328125
frame_1223,137639.49275016785,120804.54081296921,113621.13803625107,113162.47284412384,118376.65736675262,123973.3099937439,117192.19386577606,155230.16452789307
frame_1224,140987.15782165527,116838.41794729233,113395.90698480606,114158.94329547882,118043.03526878357,124977.02240943909,116508.08155536652,155091.43471717834
frame_1225,136491.65630340576,121344.32792663574,112854.56269979477,112777.49389410019,120728.93232107162,122708.36532115936,117284.23833847046,155810.4008436203
frame_1226,134438.9021396637,120310.07558107376,114171.8178987503,113150.35074949265,118807.63620138168,121747.72471189499,118085.76434850693,159287.6762151718
frame_1227,142174.52704906464,116467.97508001328,113136.49266958237,112175.24856328964,116313.50964307785,118382.92330503464,118975.02839565277,162374.27294254303
frame_1228,134287.71495819092,122647.59838581085,114274.91903305054,113921.41133546829,119141.63827896118,126110.0023984909,119656.64476156235,149960.08574962616
frame_1229,140335.02340316772,118892.05127954483,113186.97780370712,112821.15429639816,116756.40195608139,122271.47072553635,117068.62598657608,158668.30945014954
frame_1230,143302.87277698517,120556.44392967224,113779.00093793869,112581.21579885483,118536.18919849396,122722.73004055023,117110.7068657875,151410.84790229797
frame_1231,133421.28694057465,119020.60359716415,114707.89462327957,113592.21488237381,117615.55820703506,128478.66117954254,120951.93564891815,152211.85982227325
frame_1232,142127.3648738861,119178.73471975327,113595.96252441406,113329.12743091583,118656.50117397308,124808.98201465607,116945.82551717758,151357.501745224
frame_1233,137689.30733203888,118819.79554891586,113463.17082643509,111942.03794002533,115897.96841144562,121032.9607129097,118046.03785276413,163108.7213754654
frame_1234,127736.04691028595,116005.24932146072,113369.00293827057,112818.8893198967,120566.80768728256,127196.98250293732,118832.63289928436,163474.32136535645
frame_1235,145394.10173892975,121690.5489563942,113564.11129236221,113987.66189813614,116728.81990671158,122509.99361276627,116731.04017972946,149393.7224149704
frame_1236,141795.39680480957,118111.0218167305,114603.95902395248,117467.9696559906,120234.53414440155,124301.53787136078,125019.66953277588,138465.89624881744
frame_1237,138231.82880878448,120476.59605741501,115970.62647342682,114520.5944776535,121593.4157371521,124902.44209766388,118892.05873012543,145412.47487068176
frame_1238,145465.07596969604,120305.08369207382,114159.64365005493,113518.28277111053,116829.08982038498,126034.03627872467,123108.04426670074,140580.78825473785
frame_1239,138414.72566127777,120232.35857486725,112677.6933670044,113874.55463409424,119151.49539709091,121182.49386548996,118922.3825931549,155544.34061050415
frame_1240,139448.82154464722,116484.60477590561,113748.10338020325,115965.47067165375,119389.63830471039,123209.1560959816,118371.68037891388,153382.5248479843
frame_1241,131067.46971607208,119953.56529951096,114994.13102865219,113962.01699972153,119824.29027557373,123551.42831802368,123122.83366918564,153524.20508861542
frame_1242,135340.3478860855,115681.0000538826,112939.87929821014,112841.6359424591,115780.770778656,121187.80612945557,115074.31417703629,171154.24573421478
frame_1243,132737.6663684845,115205.3251862526,113322.38465547562,113286.5771651268,116553.60460281372,121082.77529478073,116411.44007444382,171400.249004364
frame_1244,131662.2793674469,126922.81603813171,114802.21897363663,113071.55340909958,119916.37945175171,123971.06736898422,119564.7120475769,150088.96589279175
frame_1245,146006.07752799988,119672.18667268753,112184.00299549103,113506.18302822113,117422.81913757324,119089.2830491066,118612.75136470795,153506.71112537384
frame_1246,134759.88805294037,122559.12274122238,113467.91684627533,112439.55045938492,117395.40845155716,127137.13943958282,120528.9214849472,151712.04507350922
frame_1247,138519.62983608246,125315.02544879913,114690.28890132904,113142.13275909424,120869.36831474304,131276.56280994415,115674.77136850357,140512.25781440735
frame_1248,135100.90112686157,117573.73064756393,112272.08375930786,112107.70905017853,116900.32482147217,124671.3325381279,116133.30990076065,165240.67521095276
frame_1249,134698.82309436798,118207.71545171738,113657.03493356705,113557.3461651802,118457.01187849045,123128.63022089005,118065.40936231613,160227.9543876648
frame_1250,134229.49612140656,117424.1229891777,113335.981965065,112893.54413747787,116639.3980383873,122021.74961566925,115133.03220272064,168322.68238067627
frame_1251,129009.72366333008,117639.4373178482,113538.86872529984,112783.92374515533,117633.59606266022,125187.62052059174,117075.69658756256,167131.14082813263
frame_1252,139269.32215690613,119959.40655469894,114801.5707731247,114345.89326381683,118666.41789674759,120401.59106254578,119371.11616134644,153184.6821308136
frame_1253,138689.97991085052,118168.86067390442,113248.00550937653,114351.60785913467,118250.16885995865,122409.76840257645,118260.4655623436,156621.14322185516
frame_1254,135263.66651058197,115026.05676651001,113889.70166444778,113279.21599149704,118216.69340133667,122676.2905716896,118255.57798147202,163392.7971124649
frame_1255,139728.30772399902,119973.83087873459,114243.5073852539,115613.78091573715,117181.09995126724,124374.54611063004,118978.32900285721,149906.62038326263
frame_1256,135852.3815870285,116423.18218946457,114502.01272964478,112997.74795770645,116358.26528072357,123803.12383174896,118006.08783960342,162057.25073814392
frame_1257,146509.49835777283,119450.77776908875,114868.08955669403,113483.4960103035,121032.57328271866,120251.50656700134,118915.02887010574,145489.03703689575
frame_1258,142701.6407251358,116468.71268749237,113749.72015619278,113336.49605512619,116967.88668632507,119635.22434234619,117733.26992988586,159407.0941209793
frame_1259,136025.95031261444,120864.96502161026,113412.55158185959,114327.14760303497,121680.71419000626,121368.82543563843,122124.76134300232,150195.03235816956
frame_1260,134959.20598506927,118196.5321302414,114648.62525463104,115683.86107683182,120583.55659246445,124367.17003583908,118864.09670114517,152696.96712493896
frame_1261,127143.78535747528,120615.81760644913,113854.25925254822,113445.05101442337,119815.55074453354,132879.91285324097,118895.2699303627,153350.3532409668
frame_1262,138593.25647354126,118103.4967303276,112306.57249689102,112943.18735599518,118226.41640901566,120319.79858875275,115698.61322641373,163808.6587190628
frame_1263,134937.88242340088,120194.74804401398,114088.65451812744,114244.84848976135,118466.64547920227,120149.33675527573,118764.9667263031,159152.92501449585
frame_1264,134351.53663158417,120717.93526411057,113615.33403396606,114518.82123947144,122222.34159708023,128536.79060935974,120232.52248764038,145804.67343330383
frame_1265,142076.2687921524,117721.66192531586,113793.41036081314,111657.7759385109,116899.62446689606,119218.58787536621,120611.0343337059,158021.64375782013
frame_1266,129151.44860744476,117850.8773446083,114799.6261715889,113405.60019016266,117697.87222146988,122249.17858839035,118493.54207515717,166351.91440582275
frame_1267,134281.66508674622,121115.09591341019,112700.13451576233,112709.91712808609,116686.21748685837,126191.80977344513,116459.82414484024,159855.35085201263
frame_1268,131109.95292663574,118761.21163368225,112357.2587966919,111901.4248251915,116504.4829249382,118712.4028801918,116875.7826089859,173777.5057554245
frame_1269,132160.946726799,121821.66427373886,113522.51470088959,112737.54388093948,123829.55849170685,132548.40672016144,117624.97574090958,145754.44161891937
frame_1270,137319.49031352997,117579.09506559372,114738.75492811203,114732.5336933136,120266.20656251907,125081.01761341095,118519.30618286133,151763.57328891754
frame_1271,134458.31835269928,121387.80951499939,113946.22176885605,113160.10355949402,119475.29762983322,125527.73952484131,117688.78996372223,154355.7345867157
frame_1272,142735.95809936523,122287.75024414062,114207.70734548569,113279.64812517166,122865.31925201416,123558.43931436539,118780.2255153656,142284.92975234985
frame_1273,134833.73820781708,115200.83993673325,114308.6701631546,113611.76520586014,118725.33708810806,119018.63664388657,119272.99946546555,165028.05054187775
frame_1274,131720.08097171783,116652.07892656326,113173.7232208252,113324.67198371887,115869.99893188477,123985.27562618256,118552.75928974152,166721.46320343018
frame_1275,141431.59985542297,115963.49626779556,113927.83373594284,114747.37524986267,118334.8223567009,124739.47554826736,120824.64247941971,150030.7321548462
frame_1276,140046.71573638916,114688.36665153503,112482.32424259186,111958.86880159378,116229.17652130127,121797.26362228394,116657.62215852737,166139.6324634552
frame_1277,130145.89250087738,119368.5233592987,114181.84638023376,114391.7664885521,118359.29751396179,126953.8402557373,119773.78278970718,156825.05071163177
frame_1278,131771.41547203064,122539.78103399277,114320.82951068878,112616.83702468872,119579.71006631851,123118.61664056778,116116.29277467728,159936.48767471313
frame_1279,139503.80682945251,115166.23198986053,112454.69003915787,113876.05965137482,119197.07804918289,121987.484395504,119738.74270915985,158075.86908340454
frame_1280,136075.86920261383,116775.17741918564,113297.51461744308,111775.27904510498,116298.53397607803,120922.23018407822,116389.90044593811,168465.5100107193
frame_1281,140424.9519109726,117663.6591553688,113903.35112810135,113855.96543550491,117430.99242448807,123313.16620111465,118646.32368087769,154761.56771183014
frame_1282,128939.06235694885,120959.89286899567,113395.45994997025,112152.97132730484,119405.80606460571,124800.74167251587,116061.41179800034,164284.69121456146
frame_1283,129574.09024238586,116768.479347229,112701.97480916977,113281.46606683731,117168.95550489426,122689.35889005661,117123.48461151123,170692.20542907715
frame_1284,130120.06878852844,116732.85812139511,112750.19496679306,114596.56804800034,118764.0130519867,119442.03078746796,117015.98763465881,170578.271150589
frame_1285,132642.40324497223,119577.22157239914,114029.55651283264,112368.1291937828,118340.72321653366,123191.2225484848,117023.40096235275,162827.31294631958
frame_1286,139689.71371650696,123170.19701004028,113124.51958656311,112275.29495954514,117180.4815530777,122889.16110992432,115877.76243686676,155792.87707805634
frame_1287,132773.756980896,120429.96287345886,113324.51552152634,112206.29513263702,118446.61831855774,125265.16616344452,116453.24528217316,161100.49188137054
frame_1288,146220.400929451,123867.09451675415,113745.19765377045,113821.89393043518,120662.8605723381,122961.42429113388,118743.54630708694,139977.5743484497
frame_1289,139051.83970928192,116247.2739815712,112767.42815971375,113447.71087169647,118505.70142269135,122149.34080839157,118878.67748737335,158952.0275592804
frame_1290,135154.32178974152,118010.45387983322,113724.31367635727,113267.51857995987,118512.77202367783,124435.50676107407,118327.75175571442,158567.35408306122
frame_1291,136541.32187366486,118223.00404310226,114391.42376184464,114855.8184504509,122812.95657157898,118727.26678848267,117864.37034606934,156583.83071422577
frame_1292,140844.28548812866,116646.78901433945,114732.16861486435,113865.7033443451,118778.87696027756,126349.16603565216,116570.5919265747,152212.36646175385
frame_1293,141483.05356502533,121302.82074213028,113946.85506820679,115343.21308135986,116169.43031549454,121615.06712436676,117839.70892429352,152299.85117912292
frame_1294,131911.21816635132,120311.64765357971,113955.28167486191,112334.34826135635,118066.78771972656,124453.03052663803,118199.6688246727,160768.01717281342
frame_1295,139580.48820495605,120348.18530082703,115060.01651287079,115692.31003522873,121957.62991905212,122239.38852548599,117731.52649402618,147390.49971103668
frame_1296,141025.42400360107,118178.5836815834,115369.88615989685,113727.84525156021,117478.84750366211,120587.557554245,119092.75501966476,154539.093375206
frame_1297,146676.6595840454,117475.60650110245,113310.5605840683,112252.03424692154,116633.46737623215,121807.19524621964,118213.54180574417,153630.88250160217
frame_1298,134218.35005283356,124962.73964643478,113768.44346523285,113559.3056678772,120340.88373184204,125515.07353782654,116687.28291988373,150947.9433298111
frame_1299,136442.92950630188,120305.59033155441,116059.73541736603,115762.59136199951,118935.11563539505,123466.1191701889,118142.38131046295,150885.53726673126
frame_1300,134410.50052642822,122252.53880023956,114993.92986297607,114157.7959060669,120098.81436824799,125941.26164913177,117592.85628795624,150552.30259895325
frame_1301,145896.5241909027,124653.06371450424,114359.68428850174,112081.20733499527,118701.14505290985,120418.7422990799,117075.04838705063,146814.58473205566
frame_1302,129373.86333942413,122123.30847978592,112515.96361398697,113014.98115062714,118913.2034778595,124648.25809001923,117711.70794963837,161698.72879981995
frame_1303,134461.99893951416,117296.51689529419,113058.34352970123,113703.37009429932,118708.19330215454,126335.42716503143,117955.46859502792,158480.74853420258
frame_1304,147704.73539829254,119812.86853551865,113529.37668561935,113144.46479082108,116503.32808494568,119260.97422838211,117670.67015171051,152373.61192703247
frame_1305,145845.87514400482,120228.6183834076,114665.07613658905,113000.57172775269,117430.84341287613,122459.3073129654,118492.92367696762,147876.8289089203
frame_1306,133478.73091697693,115076.19172334671,112007.92342424393,111194.81921195984,116958.64796638489,119131.01375102997,115889.13947343826,176263.58568668365
frame_1307,133022.06993103027,122566.93094968796,114596.25512361526,114085.49547195435,118857.30922222137,128270.7154750824,120088.3761048317,148512.8551721573
frame_1308,136397.25744724274,116999.74536895752,113293.40189695358,112365.93872308731,116857.46908187866,119867.60050058365,118276.6929268837,165941.89405441284
