,startoftext,watch</w>,moment</w>,person</w>,sm,acks</w>,person</w>,endoftext
frame_513,135689.79501724243,118325.88165998459,116026.16310119629,115157.66382217407,116904.25127744675,122879.54986095428,118851.15504264832,156165.59982299805
frame_514,137078.56833934784,115145.34056186676,115372.99305200577,115078.61316204071,116941.1838054657,126785.56144237518,119607.3517203331,153990.34321308136
frame_515,132418.85602474213,120769.99247074127,114579.99795675278,112015.20264148712,116616.51730537415,125684.78286266327,116966.27736091614,160948.44043254852
frame_516,133761.9572877884,118172.94359207153,113334.10441875458,114809.23742055893,118449.1515159607,121858.20937156677,118161.93163394928,161452.45730876923
frame_517,136018.38052272797,126635.46204566956,115264.25927877426,113213.6806845665,115662.02342510223,126990.78023433685,116918.44463348389,149296.95427417755
frame_518,140487.2089624405,115229.97170686722,113325.68526268005,113742.4185872078,114749.31985139847,122042.78260469437,115992.44922399521,164430.1563501358
frame_519,133334.26415920258,122752.68137454987,114858.86573791504,114054.38184738159,117076.13617181778,120593.3541059494,121945.91760635376,155384.42134857178
frame_520,137482.151389122,117170.99696397781,114195.05625963211,114680.34237623215,116429.26931381226,125357.28514194489,118513.65119218826,156171.23246192932
frame_521,146307.0660829544,119670.18991708755,113839.97648954391,113663.63614797592,117500.9161233902,124158.53142738342,118959.6951007843,145899.9514579773
frame_522,135422.58739471436,115615.92668294907,114929.9219250679,113649.6290564537,117042.04231500626,130456.32839202881,119397.42416143417,153486.14752292633
frame_523,150274.5896577835,119579.65046167374,114052.72781848907,113577.04550027847,115796.25308513641,126513.83876800537,116950.99622011185,143254.87613677979
frame_524,146942.3770904541,115980.3494811058,113960.94411611557,113073.63212108612,117574.50550794601,120311.15591526031,118007.45129585266,154149.59192276
frame_525,144336.81964874268,116656.44496679306,113140.57558774948,112329.6469449997,117395.14768123627,122311.95718050003,115076.78031921387,158752.63512134552
frame_526,146735.2956533432,120187.49862909317,113900.16973018646,114348.73193502426,113852.39660739899,126905.44128417969,122120.80508470535,141949.69832897186
frame_527,138414.97898101807,119232.20753669739,113666.88460111618,112208.16522836685,116730.35472631454,122610.82977056503,118074.53632354736,159062.01303005219
frame_528,140991.07682704926,118541.23324155807,113018.84055137634,112522.99696207047,113869.17531490326,121703.40865850449,116799.95059967041,162553.3550977707
frame_529,139362.54382133484,122132.58445262909,115224.48807954788,114541.46355390549,117823.94349575043,129446.1339712143,116800.7105588913,144668.19167137146
frame_530,137093.72282028198,119505.12230396271,113681.25677108765,113504.34273481369,116572.00753688812,121133.29023122787,116146.87740802765,162363.40999603271
frame_531,138716.51887893677,116687.37977743149,113940.5220746994,114104.62111234665,115220.04008293152,124351.77713632584,120342.94009208679,156636.20829582214
frame_532,139440.22357463837,118051.55128240585,115137.10021972656,113970.38400173187,120482.4149608612,125133.61871242523,119403.02699804306,148381.69515132904
frame_533,133750.61750411987,120131.0083270073,114549.93486404419,112661.88323497772,116339.23649787903,123931.69850111008,118279.51669692993,160356.13417625427
frame_534,138497.41220474243,118325.53148269653,113942.86900758743,115754.06789779663,118119.86565589905,126058.93611907959,121510.29706001282,147790.99822044373
frame_535,139245.04816532135,120780.46798706055,116234.16095972061,113776.5422463417,119167.2831773758,123597.58466482162,117315.27745723724,149883.64279270172
frame_536,139063.67123126984,119301.60969495773,113963.63377571106,113672.94937372208,116675.79412460327,126236.99009418488,120806.38110637665,150278.9705991745
frame_537,141063.8689994812,120853.2527089119,113168.6344742775,113050.28200149536,115778.31953763962,122937.68674135208,115141.01922512054,158006.9363117218
frame_538,141718.73033046722,123664.35676813126,113773.23418855667,112493.23189258575,119131.95252418518,128543.68984699249,117850.59422254562,142824.2176771164
frame_539,136454.10537719727,116992.25008487701,112860.08358001709,113904.29735183716,118661.58992052078,126216.12846851349,119242.69795417786,155668.79510879517
frame_540,143374.10032749176,120905.76440095901,114404.74539995193,113169.18581724167,116408.02025794983,122564.69577550888,117310.39732694626,151863.03853988647
frame_541,139937.26670742035,125268.41461658478,114541.195333004,113648.48911762238,116922.31148481369,122825.36923885345,116023.40638637543,150833.48751068115
frame_542,153831.6309452057,117070.48863172531,116628.56489419937,112655.46828508377,116113.53605985641,119763.3370757103,117395.43080329895,146541.5507555008
frame_543,135578.98998260498,120556.33217096329,115268.85628700256,114639.2896771431,118127.7185678482,125202.32796669006,118567.13891029358,152059.31663513184
frame_544,136892.24421977997,124418.13200712204,114659.51055288315,114126.73443555832,116103.44052314758,123366.04297161102,120859.98803377151,149573.86255264282
frame_545,144850.04544258118,117538.34038972855,113860.64440011978,113862.46234178543,115549.30359125137,120697.23010063171,115409.12091732025,158232.83791542053
frame_546,146797.0460653305,117326.72154903412,117163.32286596298,113876.61844491959,119321.33138179779,123232.53601789474,116308.02601575851,145974.42746162415
frame_547,151478.52897644043,120456.0399055481,114151.42565965652,112412.4750494957,115123.450756073,119365.18549919128,117380.2763223648,149632.63273239136
frame_548,134306.10299110413,119529.77627515793,115715.55584669113,114300.22865533829,118516.7208313942,128508.04626941681,117167.52499341965,151956.05158805847
frame_549,137475.83329677582,118877.32148170471,114189.12559747696,113591.93176031113,115844.89792585373,122609.43651199341,120194.85980272293,157216.56382083893
frame_550,133132.7259540558,119839.80983495712,112979.04700040817,113058.12001228333,115737.4456524849,120402.0082950592,119512.30466365814,165338.57583999634
frame_551,133178.87485027313,117443.5093998909,113963.71573209763,111728.4744977951,117304.28785085678,123480.08155822754,118576.02745294571,164324.98395442963
frame_552,129251.89733505249,119648.60558509827,115523.84495735168,113599.78467226028,120270.59495449066,124945.23078203201,118519.8724269867,158240.24379253387
frame_553,132905.46834468842,117010.65301895142,113554.47769165039,113570.13881206512,117945.3656077385,128010.73491573334,120658.62119197845,156344.50316429138
frame_554,155651.65877342224,119925.52876472473,114163.20502758026,113417.70738363266,115047.20896482468,120221.44347429276,117293.11943054199,144280.0611257553
frame_555,144118.33882331848,124774.29956197739,114099.32374954224,113171.41354084015,117118.85035037994,119517.66163110733,117026.40354633331,150173.69389533997
frame_556,137478.35159301758,117256.58923387527,115789.55501317978,113331.75748586655,118667.5950884819,125373.45290184021,117168.23279857635,154934.51058864594
frame_557,142954.36441898346,117626.88308954239,115527.79376506805,113381.2665939331,119340.82955121994,122084.05882120132,119501.0170340538,149583.80162715912
frame_558,148902.62484550476,121182.68013000488,115904.14494276047,114313.56519460678,117762.08132505417,119080.40195703506,122981.57066106796,139872.87878990173
frame_559,139547.49703407288,116161.68916225433,115619.26454305649,117408.8716506958,118991.6804432869,122358.89583826065,118607.96064138412,151304.12578582764
frame_560,137509.61422920227,119063.49658966064,114703.19330692291,114910.13318300247,117528.34916114807,126436.9934797287,118896.35026454926,150951.87723636627
frame_561,144450.30689239502,121710.32279729843,113251.19435787201,113997.86174297333,117414.9364233017,127528.23531627655,120088.83059024811,141558.33423137665
frame_562,134753.7636756897,119546.04089260101,113461.33798360825,113121.25623226166,116982.57178068161,122340.29173851013,121017.23998785019,158777.50515937805
frame_563,134803.1461238861,123595.12597322464,115142.88187026978,113872.88570404053,117412.93221712112,125830.2628993988,117704.65970039368,151638.15021514893
frame_564,146067.41070747375,113332.72606134415,114361.12970113754,112776.2645483017,115850.91054439545,122206.22599124908,117545.42589187622,157859.9065542221
frame_565,130775.3473520279,119048.3495593071,114821.45637273788,115339.45798873901,118304.51339483261,122910.91680526733,115557.55138397217,163242.4145936966
frame_566,140340.9093618393,115340.59792757034,114197.28398323059,113446.48897647858,115123.78603219986,123538.99329900742,117974.6463894844,160037.27912902832
frame_567,144878.04472446442,121124.7593164444,115520.06006240845,113957.91172981262,119630.44106960297,122982.39767551422,116849.57146644592,145056.75435066223
frame_568,136644.21439170837,119398.51939678192,114032.38028287888,113331.09438419342,116437.4127984047,125026.34525299072,118964.0611410141,156165.9872531891
frame_569,135079.56266403198,118978.66427898407,116374.59695339203,114581.95000886917,119208.62644910812,126381.60586357117,118754.11123037338,150640.8303976059
frame_570,135717.12374687195,118403.21123600006,114844.82139348984,117019.73527669907,118183.79163742065,125172.34683036804,121451.19905471802,149207.78572559357
frame_571,130362.70439624786,118153.47522497177,114821.82145118713,114128.68648767471,119816.78009033203,124885.25360822678,119623.28851222992,158207.9976797104
frame_572,142476.1265516281,120891.42203330994,114151.93974971771,113816.43265485764,116017.78119802475,123753.8531422615,120770.08932828903,148122.28083610535
frame_573,143717.1995639801,121765.02496004105,113866.58996343613,113408.85609388351,114866.89001321793,126629.20355796814,118860.11809110641,146886.14010810852
frame_574,140454.15818691254,118577.52501964569,112509.40710306168,112172.23852872849,116098.16551208496,122192.20399856567,116931.25218153,161065.0271177292
frame_575,137519.86622810364,117787.13017702103,114137.85815238953,115397.70662784576,118170.77547311783,123807.4079155922,116681.88869953156,156497.35927581787
frame_576,137415.45379161835,117918.4839129448,113795.17614841461,114763.43125104904,120037.95057535172,125114.02368545532,119073.93485307693,151881.57558441162
frame_577,139619.06731128693,120104.13408279419,115006.64800405502,112963.92232179642,119602.45668888092,126100.34644603729,117544.7553396225,149058.69960784912
frame_578,144585.40081977844,119179.08489704132,113707.48281478882,112794.15339231491,116124.90564584732,120491.76543951035,119413.360953331,153703.79388332367
frame_579,140595.39139270782,117919.4375872612,115126.05845928192,113207.1316242218,117005.06508350372,125656.6047668457,118290.66276550293,152199.6408700943
frame_580,135352.5072336197,124008.49908590317,114898.98711442947,114541.04632139206,119640.93893766403,122809.09717082977,118990.57030677795,149758.39853286743
frame_581,141074.92566108704,121475.29423236847,115411.6541147232,115769.71411705017,120445.93691825867,127257.36200809479,117897.80855178833,140667.27459430695
frame_582,143059.52191352844,117969.05100345612,114252.63434648514,112609.79622602463,115956.95465803146,123254.06074523926,119449.41431283951,153448.59659671783
frame_583,147413.35809230804,120944.57447528839,114638.03797960281,112722.44155406952,117602.01305150986,129447.0727443695,119001.47050619125,138231.0539484024
frame_584,149975.29983520508,119909.59197282791,115028.22488546371,113643.62388849258,114346.08697891235,119360.18615961075,119502.35813856125,148234.65049266815
frame_585,139364.68958854675,120604.27665710449,115086.06374263763,112099.14088249207,117549.0990281105,125683.12883377075,117589.10119533539,152024.507522583
frame_586,129268.19920539856,122699.64069128036,113724.29877519608,113797.21015691757,120749.17554855347,125935.46509742737,117465.10118246078,156360.87954044342
frame_587,146935.1202249527,118692.21180677414,112439.24498558044,112203.4415602684,114752.49379873276,120292.64122247696,116314.27705287933,158370.52464485168
frame_588,135678.91716957092,119201.58565044403,114891.30556583405,112538.12164068222,117379.792034626,126079.91695404053,117392.10039377213,156838.26804161072
frame_589,133423.3582019806,116957.98486471176,115797.78045415878,114501.75940990448,119772.73970842361,123487.53958940506,117986.36615276337,158072.47161865234
frame_590,140724.45034980774,114869.52751874924,113870.33015489578,113258.36181640625,116700.37358999252,123835.70522069931,119156.114757061,157585.17384529114
frame_591,130533.32269191742,121678.04688215256,113019.62286233902,113558.65001678467,117617.81573295593,125498.35443496704,119758.84437561035,158335.343003273
